This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

Account Statement for <TOTAL> (ALL ACCOUNTS) since 2/3/15 through 2/3/15

Cash Balance
DATE,TIME,TYPE,REF #,DESCRIPTION,FEES,COMMISSIONS,AMOUNT,BALANCE
,,,,TOTAL,,,,

Futures Statements
Trade Date,Exec Date,Exec Time,Type,Ref #,Description,Fees,Commissions,Amount,Balance

Forex Statements
,Date,Time,Type,Ref #,Description,Commissions,Amount,Amount(USD),Balance

 
"Total Cash ($180,342.95)"


Account Order History
Notes,,Time Placed,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,PRICE,,TIF,Status

Account Trade History
,Exec Time,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,Price,Net Price,Order Type

Equities
Symbol,Description,Qty,Trade Price,Mark,Mark Value
XOM,EXXON MOBIL CORPORATION COM,-100,87.05,92.10,"($9,210.00)"
USLV,CREDIT SUISSE AG VELOCITY 3X LONG SILVER ETN,+100,24.95,24.32,"$2,432.00"
EWU,ISHARES TRUST MSCI UNITED KINGDOM ETF,+200,18.33,18.65,"$3,730.00"
PG,PROCTER GAMBLE CO COM,+100,85.74,85.95,"$8,595.00"
SNDK,SANDISK CORP COM,-100,76.95,78.66,"($7,866.00)"
,OVERALL TOTALS,,,,"($2,319.00)"

Options
Symbol,Option Code,Exp,Strike,Type,Qty,Trade Price,Mark,Mark Value
AAPL,AAPL150320C115,MAR 15,115,CALL,-1,6.45,6.00,($600.00)
AAPL,AAPL150320C120,MAR 15,120,CALL,+1,3.80,3.35,$335.00
,,,,,,,,($265.00)
BP,BP150320C41,MAR 15,41,CALL,+6,1.01,1.17,$702.00
BP,BP150320C42,MAR 15,42,CALL,-6,.65,.765,($459.00)
,,,,,,,,$243.00
DIS,DIS150320P90,MAR 15,90,PUT,+2,1.74,1.275,$255.00
DIS,DIS150320P92.5,MAR 15,92.5,PUT,-2,2.67,2.025,($405.00)
,,,,,,,,($150.00)
EBAY,EBAY150320C55,MAR 15,55,CALL,-2,1.33,1.235,($247.00)
EBAY,EBAY150320C57.5,MAR 15,57.5,CALL,+2,.53,.475,$95.00
,,,,,,,,($152.00)
FSLR,FSLR150320P42.5,MAR 15,42.5,PUT,+1,1.81,1.79,$179.00
FSLR,FSLR150320P47.5,MAR 15,47.5,PUT,-1,3.70,3.675,($367.50)
,,,,,,,,($188.50)
GLD,GLD150320C119,MAR 15,119,CALL,+2,4.35,4.275,$855.00
GLD,GLD150320C122,MAR 15,122,CALL,-2,2.81,2.745,($549.00)
,,,,,,,,$306.00
IBM,IBM150320C165,MAR 15,165,CALL,+2,1.16,1.27,$254.00
,,,,,,,,$254.00
JPM,JPM150320P52.5,MAR 15,52.5,PUT,+2,.76,.491,$98.20
JPM,JPM150320P55,MAR 15,55,PUT,-2,1.46,1.006169,($201.23)
,,,,,,,,($103.03)
KO,KO150320C42,MAR 15,42,CALL,+3,.78,.815,$244.50
,,,,,,,,$244.50
PG,PG150320C87.5,MAR 15,87.5,CALL,-1,1.05,.935,($93.50)
,,,,,,,,($93.50)
SNDK,SNDK150320P75,MAR 15,75,PUT,-1,2.74,1.905,($190.50)
,,,,,,,,($190.50)
SPY,SPY150320P199,MAR 15,199,PUT,+3,4.43,2.875,$862.50
SPY,SPY150320P201,MAR 15,201,PUT,-3,5.18,3.41,"($1,023.00)"
,,,,,,,,($160.50)
TSLA,TSLA150320C205,MAR 15,205,CALL,+1,13.95,21.875,"$2,187.50"
TSLA,TSLA150320C210,MAR 15,210,CALL,-1,11.55,18.425,"($1,842.50)"
,,,,,,,,$345.00
VXX,VXX150320C37,MAR 15,37,CALL,+1,2.67,2.39,$239.00
,,,,,,,,$239.00
WFC,WFC150320P50,MAR 15,50,PUT,+2,.68,.455,$91.00
WFC,WFC150320P52.5,MAR 15,52.5,PUT,-2,1.48,1.02,($204.00)
,,,,,,,,($113.00)
XOM,XOM150320P85,MAR 15,85,PUT,-1,2.62,.85,($85.00)
,,,,,,,,($85.00)
,,,,,,,,$130.47

Futures
Symbol,Description,SPC,Exp,Qty,Trade Price,Mark,P/L Day
/NQH5,"E-mini Nasdaq 100 Index Futures,Mar-2015,ETH",1/20,MAR 15,-1,4153.50,4211.25,($515.00)
/QMH5,"NYMEX miNY Light Sweet Crude Oil Futures,Mar-2015,ETH",1/500,MAR 15,-1,44.55,51.650,$700.00
/ZWH5,"Wheat Futures,Mar-2015,ETH",1/50,MAR 15,+1,507.75,517.75,$200.00
,OVERALL TOTALS,,,,,,$385.00

Forex
Symbol,Description,Qty,Trade Price,Mark,FPL
USD/JPY,USDollar/Japanese Yen Spot      ,+10000,117.5299,117.573,$2.39
HKD/JPY,HKDollar/Japanese Yen Spot ,+10000,15.16055,15.16340,($0.43)
USD/SEK,USDollar/Swedish Krona Spot     ,+10000,8.317324,8.22355,($117.17)
,OVERALL TOTALS,,,,($115.21)

Profits and Losses 
Symbol,Description,P/L Open,P/L %,P/L Day,P/L YTD,Margin Req,Mark Value
/NQH5,"E-mini Nasdaq 100 Index Futures,Mar-2015,ETH","($1,155.00)",-1.39%,($515.00),"($1,155.00)","$3,960.00",($515.00)
/QMH5,"NYMEX miNY Light Sweet Crude Oil Futures,Mar-2015,ETH","($3,550.00)",-15.94%,$700.00,"($3,550.00)","$2,448.00",$700.00
/ZWH5,"Wheat Futures,Mar-2015,ETH",$500.00,+1.97%,$200.00,$500.00,"$1,430.00",$200.00
AAPL,APPLE INC COM,$0.00,0.00%,$0.00,$0.00,$220.21,($265.00)
BP,BP PLC SPONS ADR,$27.00,+2.71%,$27.00,$27.00,$450.00,$243.00
DIS,WALT DISNEY CO COM,$36.00,+4.08%,$36.00,$36.00,$337.06,($150.00)
EBAY,EBAY INC COM,$8.00,+2.15%,($17.00),$8.00,$315.05,($152.00)
EWU,ISHARES TRUST MSCI UNITED KINGDOM ETF,$64.00,+1.75%,$90.00,$64.00,$559.50,"$3,730.00"
FSLR,FIRST SOLAR INC COM,$0.50,+0.09%,$0.50,$0.50,$142.99,($188.50)
GLD,SPDR GOLD TR GOLD SHS ETF,($2.00),-0.14%,($39.00),($2.00),$312.13,$306.00
IBM,INTL BUSINESS MACHINES COM,$22.00,+9.48%,$22.00,$22.00,$272.03,$254.00
JPM,JP MORGAN CHASE & CO COM,$36.97,+8.33%,$45.81,$36.97,$331.36,($103.03)
KO,COCA COLA CO COM,$10.50,+4.49%,$10.50,$10.50,$241.40,$244.50
PG,PROCTER GAMBLE CO COM,$32.50,+0.37%,$71.00,$32.50,"$1,195.25","$8,501.50"
RSX,MARKET VECTORS RUSSIA,$0.00,0.00%,$252.00,$245.00,$0.00,$0.00
SNDK,SANDISK CORP COM,($87.50),-1.10%,($110.00),($87.50),"$1,006.38","($8,056.50)"
SPY,SPDR TR S&P 500 ETF TR,$64.50,+2.24%,$37.50,$64.50,$359.29,($160.50)
